super_opeid,name,czname,kq5_cond_parq1,ktop1pc_cond_parq1,mr_kq5_pq1,mr_ktop1_pq1,opeid,opeid_name,superopeid_name
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10447,PLAZA BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10501,LAKEVIEW COLLEGE OF NURSING,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10507,ACADEMY OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10551,NEW YORK SCHOOL FOR MEDICAL & DENTAL ASSISTANTS,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10554,CONCORDIA COLLEGE ALABAMA,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10594,"RICHMOND, THE AMERICAN INTERNATIONAL UNIVERSITY IN LONDON",COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10618,MID AMERICA COLLEGE OF FUNERAL SERVICE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10624,LIGHTHOUSE CAREER INSTITUTE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10629,PB COSMETOLOGY EDUCATION CENTRE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10630,NORTHERN INSTITUTE OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10632,DEWOLFF COLLEGE OF HAIRSTYLING & COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10641,SOUTHERN WESTCHESTER BOCES,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10674,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10689,KAW AREA TECHNICAL SCHOOL,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10695,TRI COUNTY BEAUTY ACADEMY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10700,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-JACKSBORO,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10709,EMPIRE BEAUTY SCHOOL-LAKEWOOD,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10710,CAPITAL AREA CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10717,GREAT PLAINS TECHNOLOGY CENTER SCHOOL DISTRICT NUMBER 9,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10724,CARLOS ALBIZU UNIVERSITY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10732,SAN JUAN BASIN TECHNICAL COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10741,ACADEMY OF SALON AND SPA,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10761,DALLAS INSTITUTE OF FUNERAL SERVICE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10762,WESTERN TECHNOLOGY CENTER SCHOOL DISTRICT NO. 12,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10771,GUPTON-JONES COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10813,AMERICAN ACADEMY MCALLISTER INSTITUTE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10814,PITTSBURGH INSTITUTE OF MORTUARY SCIENCE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10826,TOM P. HANEY TECHNICAL CENTER,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10827,DAVID PRESSLEY PROFESSIONAL SCHOOL OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10831,NEW COLLEGE OF CALIFORNIA,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10837,SIMMONS INSTITUTE OF FUNERAL SERVICE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10847,ARIZONA AUTOMOTIVE INSTITUTE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10860,GREATER ALTOONA CAREER & TECHNOLOGY CENTER,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10861,WEST VIRGINIA BUSINESS COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10880,CHATFIELD COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10903,RIZZIERI AVEDA SCHOOL FOR BEAUTY AND WELLNESS,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10906,CINCINNATI COLLEGE OF MORTUARY SCIENCE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10923,UNION INSTITUTE & UNIVERSITY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10943,RABBINICAL COLLEGE BETH SHRAGA,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10952,PUTNAM-WESTCHESTER BOCES,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10962,MOORE UNIVERSITE' OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,10963,GREENE COUNTY CAREER & TECHNOLOGY CENTER,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11005,KAPLAN COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11017,HERZING UNIVERSITY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11024,BRYMAN COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11026,WARRENSBURG AREA CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11097,CLOYD'S BEAUTY SCHOOL #1,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11098,FLINT INSTITUTE OF BARBERING,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11107,EVEREST COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11109,EVEREST COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11113,MAHARISHI UNIVERSITY OF MANAGEMENT,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11117,ALLIANT INTERNATIONAL UNIVERSITY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11121,BRYMAN COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11123,EVEREST COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11159,SAWYER SCHOOL  (THE),COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11165,UINTAH BASIN APPLIED TECHNOLOGY COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11192,BETH HAMEDRASH SHAAREI YOSHER INSTITUTE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11206,PIONEER TECHNOLOGY CENTER,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11245,WEST VIRGINIA SCHOOL OF OSTEOPATHIC MEDICINE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11385,COLLEGE OF THE ATLANTIC,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11477,SANFORD MEDICAL CENTER,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11481,DIVERS INSTITUTE OF TECHNOLOGY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11505,CREATIVE HAIR STYLING ACADEMY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11510,EVEREST INSTITUTE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11519,JOSEPH'S COLLEGE COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11523,MORRIS COUNTY SCHOOL OF TECHNOLOGY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11537,MID-AMERICA AREA VOCATIONAL-TECHNICAL SCHOOL DISTRICT NO.  #8,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11553,WILLIAM R  MOORE COLLEGE OF TECHNOLOGY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11572,COLORADO SCHOOL OF TRADES,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11574,BAUDER COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11596,SYLVAIN MELLOUL INTERNATIONAL HAIR ACADEMY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11614,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CENTER,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11617,NEW YORK METHODIST HOSPITAL,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11622,WELDER TRAINING & TESTING INSTITUTE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11631,"D-JAY'S SCHOOL OF BEAUTY, ARTS & SCIENCES",COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11646,VIRGINIA FARRELL BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11670,YESHIVA OF NITRA RABBINICAL COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11673,MAINE COLLEGE OF ART,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11683,FRANKLIN COLLEGE SWITZERLAND,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11689,REFRIGERATION SCHOOL (THE),COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11696,NATIONAL POLYTECHNIC COLLEGE OF SCIENCE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11697,VINAL TECHNICAL HIGH SCHOOL,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11703,PENTA COUNTY VOCATIONAL SCHOOL,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11708,"HAIR DESIGN SCHOOL, THE",COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11715,JOSEPH F. MCCLOSKEY SCHOOL OF NURSING AT SCHUYLKILL HEALTH,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11719,UNIVERSIDAD DEL TURABO,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11732,MAYO CLINIC COLLEGE OF MEDICINE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11735,PIKE LINCOLN TECHNICAL CENTER,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11744,NATIONAL BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11799,PAUL MITCHELL THE SCHOOL FAYETTEVILLE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11802,ARIZONA ACADEMY OF BEAUTY - NORTH,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11808,EMPIRE BEAUTY SCHOOL - FLAGSTAFF,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11810,TAYLOR BUSINESS INSTITUTE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11821,YESHIVATH ZICHRON MOSHE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11830,BERK TRADE & BUSINESS SCHOOL,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11841,JOHN JAY BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11843,NORWICH TECHNICAL HIGH SCHOOL,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11858,EVEREST COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11865,CALIFORNIA HAIR DESIGN ACADEMY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11866,LU ROSS ACADEMY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11911,BRICK COMPUTER SCIENCE INSTITUTE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11916,DRAKE BUSINESS SCHOOL,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11917,DRAKE SCHOOL OF MANHATTAN,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11918,DRAKE SCHOOL OF THE BRONX,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11919,BEAVER FALLS BEAUTY ACADEMY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11921,WESTCHESTER SCHOOL OF BEAUTY CULTURE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11926,LEON'S BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11941,AMERICAN UNIVERSITY OF PUERTO RICO,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11950,CORCORAN COLLEGE OF ART AND DESIGN,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11984,OHR HAMEIR THEOLOGICAL SEMINARY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,11989,TALMUDICAL ACADEMY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12011,TALMUDICAL SEMINARY OHOLEI TORAH,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12020,VICTORIA BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12026,BELLUS ACADEMY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12027,GALEN COLLEGE OF CALIFORNIA,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12031,SAN DIEGO CHRISTIAN COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12042,MANSFIELD BEAUTY SCHOOLS,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12050,ROSEDALE TECHNICAL INSTITUTE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12051,PRO WAY HAIR SCHOOL,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12059,TRINITY BIBLE COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12061,BRYMAN COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12064,HAMILTON TECHNICAL COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12068,MANSFIELD BEAUTY SCHOOLS,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12072,PHILLIPS HAIRSTYLING INSTITUTE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12090,ROBERT FIANCE BEAUTY SCHOOLS,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12091,BAYLEY SETON HOSPITAL PHYSICIANS ASSISTANT TRAINING PROGRAM,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12092,KENNETH SHULER SCHOOL OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12107,INSTITUTE OF DESIGN & CONSTRUCTION,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12154,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12164,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY RIPLEY,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12166,CAROUSEL BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12183,BURLINGTON COLLEGE,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12184,INTERNATIONAL ACADEMY OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12203,MEMORIAL HOSPITAL SCHOOL OF NURSING,COLLEGES WITH INSUFFICIENT DATA
-1,Colleges with insufficient data,,0.09630338102579117,0.001728871720843017,0.021698784083127975,3.8954411866143346e-4,12248,CENTRAL SCHOOL OF PRACTICAL NURSING,COLLEGES WITH INSUFFICIENT DATA
