cz,has_dad_pooled_pooled_mean,has_mom_pooled_pooled_mean,two_par_pooled_pooled_mean,kfr_top01_pooled_pooled_mean,kfr_top20_pooled_pooled_mean,kfr_26_pooled_pooled_mean,kir_top01_pooled_pooled_mean,kir_top20_pooled_pooled_mean,lpov_nbh_pooled_pooled_mean,staycz_pooled_pooled_mean,stayhome_pooled_pooled_mean,teenbrth_pooled_female_mean,work_24_pooled_pooled_mean
5900,0.8188817501068115,0.9263501167297363,0.7452378869056702,0.0042335400357842445,0.13313667476177216,0.4805079400539398,0.003998862113803625,0.12822358310222626,0.35034114122390747,0.5988889932632446,0.12788860499858856,0.25484606623649597,0.8360708355903625
6000,0.8221887946128845,0.9215487241744995,0.7437317967414856,0.00624852767214179,0.1764339655637741,0.5104557871818542,0.005759379360824823,0.16979001462459564,0.4096742272377014,0.6929542422294617,0.13223040103912354,0.21082986891269684,0.8432886004447937
6100,0.8219636082649231,0.9214555621147156,0.7434210777282715,0.003889108309522271,0.1393381804227829,0.500767707824707,0.004497048910707235,0.12902390956878662,0.26311713457107544,0.6778530478477478,0.13292847573757172,0.2580280005931854,0.8129406571388245
6200,0.8335633873939514,0.9304400682449341,0.7640049457550049,0.004765835124999285,0.16036996245384216,0.5068160891532898,0.0035651347134262323,0.1447058618068695,0.28438764810562134,0.6773955225944519,0.127201646566391,0.2171817570924759,0.8209766745567322
6301,0.8397852778434753,0.9275013208389282,0.767303466796875,0.0037744774017482996,0.11492682248353958,0.4872371554374695,0.0034163882955908775,0.10501968860626221,0.14901964366436005,0.669630765914917,0.13018527626991272,0.2565854489803314,0.8097060918807983
6302,0.8484249114990234,0.9429900646209717,0.7914130091667175,0.006731920875608921,0.13539347052574158,0.49509456753730774,0.005640630144625902,0.11583417654037476,0.16576817631721497,0.6689568161964417,0.12373048812150955,0.19218097627162933,0.8223811984062195
6401,0.7846978902816772,0.9213089346885681,0.7060019969940186,0.0064086392521858215,0.15242138504981995,0.4797951877117157,0.006273213308304548,0.1421363204717636,0.3669396936893463,0.7093203067779541,0.14781375229358673,0.24111978709697723,0.8309726119041443
6402,0.846186637878418,0.9355676770210266,0.7817033529281616,0.002694258000701666,0.1170150563120842,0.4881843626499176,0.003214793046936393,0.10806185752153397,0.21267065405845642,0.6380957961082458,0.13025550544261932,0.23994511365890503,0.7968170642852783
6501,0.8648586869239807,0.9285387396812439,0.7933221459388733,0.002735070651397109,0.10832515358924866,0.4799753725528717,0.002338245278224349,0.09673784673213959,0.2549417316913605,0.6064114570617676,0.15590371191501617,0.24053463339805603,0.7542753219604492
6502,0.8414565324783325,0.936383843421936,0.7778106927871704,0.0038751543033868074,0.12603560090065002,0.49390336871147156,0.003151823068037629,0.11518563330173492,0.28000301122665405,0.6911660432815552,0.1456812173128128,0.24849985539913177,0.8265383839607239
6600,0.8112754821777344,0.8957195281982422,0.7069974541664124,0.005004082340747118,0.12700717151165009,0.4828139841556549,0.004407993983477354,0.12292703986167908,0.2502346932888031,0.7000896334648132,0.15156935155391693,0.291194349527359,0.8024410009384155
6700,0.7541800737380981,0.9106559753417969,0.6648337841033936,0.008622442372143269,0.16315272450447083,0.4776984751224518,0.008821027353405952,0.16677138209342957,0.44822368025779724,0.68936920166015625,0.15744724869728088,0.20149460434913635,0.8393813967704773
6800,0.7700841426849365,0.888308584690094,0.6583900451660156,0.005891213193535805,0.12940287590026855,0.4764510691165924,0.005805755965411663,0.13208764791488647,0.4013664722442627,0.6322113275527954,0.1480674296617508,0.2806931734085083,0.8360301852226257
6900,0.7769327163696289,0.9170564413070679,0.6939931511878967,0.00974906887859106,0.17112722992897034,0.4909963011741638,0.009459542110562325,0.17067007720470428,0.4918275475502014,0.5930039882659912,0.1393590271472931,0.18468688428401947,0.847821056842804
